col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,partition_0
7170,major,quality,adj,major_a1,major%3:00:06::,301422612,of greater importance or stature or rank; ,a major artist; a major role; major highways,NA,auto
7171,make,act,v,do_v1,make%2:41:00::,202484888,engage in; ,"make love, not war; make an effort; do research; do nothing; make revolution",NA,auto
7172,makes,der,NA,NA,NA,NA,NA,NA,NA,auto
7173,making,der,n,making_n1,making%1:04:00::,100868947,the act that results in something coming to be; ,the devising of plans; the fashioning of pots and pans; the making of measurements; it was already in the making,NA,auto
7174,male,quality,adj,male_a1,male%3:00:00::,301426542,being the sex (of plant or animal) that produces gametes (spermatozoa) that perform the fertilizing function in generation; ,a male infant; a male holly tree,NA,auto
7175,mammal,animal,n,mammal_n1,mammal%1:05:00::,101780968,any warm-blooded vertebrate having the skin more or less covered with hair; young are born alive except for the small subclass of monotremes and nourished with milk,NA,NA,auto
7176,man-made,quality,adj,synthetic_s1,man-made%5:00:00:artificial:00,301525494,not of natural origin; prepared or made artificially; ,man-made fibers; synthetic leather,NA,auto
7177,managing,der,NA,NA,NA,NA,NA,NA,NA,auto
7178,manipulate,act,v,manipulate_v1,manipulate%2:41:00::,202461065,influence or control shrewdly or deviously; ,He manipulated public opinion in his favor,NA,auto
7179,manipulating,der,NA,NA,NA,NA,NA,NA,NA,auto
7180,manipulation,nom,n,use_n7,manipulation%1:04:00::,100149310,exerting shrewd or devious influence especially for one's own advantage; ,his manipulation of his friends was scandalous,NA,auto
7181,manipulative,quality,adj,manipulative_s1,manipulative%5:00:00:artful:00,300154334,skillful in influencing or controlling others to your own advantage; ,the early manipulative techniques of a three-year-old,NA,auto
7182,manufacture,act,v,construct_v2,manufacture%2:36:00::,201606505,put together out of components or parts; ,the company fabricates plastic chairs; They manufacture small toys,NA,auto
7183,manufacturing,der,NA,NA,NA,NA,NA,NA,NA,auto
7184,many,size,adj,many_a1,many%3:00:00::,301500322,a quantifier that can be used with count nouns and is often preceded by `as' or `too' or `so' or `that'; amounting to a large but indefinite number; ,many temptations; the temptations are many; a good many; a great many; many directions; take as many apples as you like; too many clouds to see; never saw so many people,NA,auto
7185,map,obj,n,map_n1,map%1:06:00::,103581458,a diagrammatic representation of the earth's surface (or part of it),NA,NA,auto
7186,marble,obj,n,marble_n1,marble%1:27:00::,114098163,a hard crystalline metamorphic rock that takes a high polish; used for sculpture and as building material,NA,NA,auto
7187,march,time,v,march_v1,march%2:38:01::,201938649,march in a procession; ,They processed into the dining room,NA,auto
7188,marker,obj,n,marker_n1,marker%1:06:00::,103582899,some conspicuous object used to distinguish or mark something; ,the buoys were markers for the channel,NA,auto
7189,marking,der,n,mark_n2,marking%1:10:00::,106824154,a distinguishing symbol; ,the owner's mark was on all the sheep,NA,auto
7190,mass,att,n,mass_n1,mass%1:07:00::,104756986,the property of a body that causes it to have weight in a gravitational field,NA,NA,auto
7191,masses,obj,n,people_n3,masses%1:14:00::,107683723,the common people generally; ,separate the warriors from the mass; power to the people,NA,auto
7192,mast,obj,n,mast_n1,mast%1:06:00::,103587723,a vertical spar for supporting sails,NA,NA,auto
7193,mastery,abs,n,mastery_n1,mastery%1:09:00::,105318246,great skillfulness and knowledge of some subject or activity; ,a good command of French,NA,auto
7194,mate,role,v,mate_v1,mate%2:35:00::,201388051,make love; ,Birds mate in the Spring,NA,auto
7195,material,att,n,material_n1,material%1:27:00::,113746072,the tangible substance that goes into the makeup of a physical object; ,coal is a hard black material; wheat is the stuff they use to make bread,NA,auto
7196,math,abs,n,mathematics_n1,math%1:09:00::,105648376,a science (or group of related sciences) dealing with the logic of quantity and shape and arrangement,NA,NA,auto
7197,mathematical,quality,adj,mathematical_a1,mathematical%3:01:00::,302795074,of or pertaining to or of the nature of mathematics; ,a mathematical textbook; slide rules and other mathematical instruments; a mathematical solution to a problem; mathematical proof,NA,auto
7198,mathematically,adv,r,mathematically_r1,mathematically%4:02:00::,400065567,with respect to mathematics; ,mathematically impossible,NA,auto
7199,mathematics,abs,n,mathematics_n1,mathematics%1:09:00::,105648376,a science (or group of related sciences) dealing with the logic of quantity and shape and arrangement,NA,NA,auto
7200,matrix,abs,n,matrix_n1,matrix%1:14:00::,107768014,a rectangular array of elements (or entries) set out by rows and columns,NA,NA,auto
7201,matter,subst,n,substance_n1,matter%1:03:00::,100017572,that which has mass and occupies space; ,an atom is the smallest indivisible unit of matter,NA,auto
7202,mature,quality,v,grow_v5,mature%2:30:00::,200241829,develop and reach maturity; undergo maturation; ,He matured fast; The child grew fast,NA,auto
7203,may,?,n,may_n2,may%1:20:00::,111878890,thorny Eurasian shrub of small tree having dense clusters of white to scarlet flowers followed by deep red berries; established as an escape in eastern North America,NA,NA,auto
7204,mealworm,insect,n,mealworm_n1,mealworm%1:05:00::,102096601,the larva of beetles of the family Tenebrionidae,NA,NA,auto
7205,mean,act,v,mean_v1,mean%2:32:01::,200923390,mean or intend to express or convey; ,You never understand what I mean!; what do his words intend?,NA,auto
7206,measure,act,v,measure_v1,measure%2:31:00::,200626409,"determine the measurements of something or somebody, take measurements of; ",Measure the length of the wall,NA,auto
7207,measured,state,adj,measured_a1,measured%3:00:00::,301449216,determined by measurement; ,the measured distance was less than a mile,NA,auto
7208,measurement,nom,n,measurement_n1,measurement%1:04:00::,100939106,the act or process of measuring; ,the measurements were carefully done; his mental measurings proved remarkably accurate,NA,auto
7209,measuring,der,n,measurement_n1,measuring%1:04:00::,100939106,the act or process of measuring; ,the measurements were carefully done; his mental measurings proved remarkably accurate,NA,auto
7210,meat,food,n,meat_n1,meat%1:13:01::,107179591,the flesh of animals (including fishes and birds and snails) used as food,NA,NA,auto
7211,mechanical,quality,adj,mechanical_a1,mechanical%3:00:00::,301449749,using (or as if using) mechanisms or tools or devices; ,a mechanical process; his smile was very mechanical; a mechanical toy,NA,auto
7212,mechanism,obj,n,mechanism_n1,mechanism%1:22:00::,112748900,the atomic process that occurs during a chemical reaction; ,he determined unique mechanisms for the photochemical reactions,NA,auto
7213,media,abs,NA,NA,NA,NA,NA,NA,NA,auto
7214,media,mater,NA,NA,NA,NA,NA,NA,NA,auto
7215,meet,act,v,meet_v1,meet%2:38:01::,201965169,come together; ,I'll probably see you at the meeting; How nice to see you again!,NA,auto
7216,melt,act,v,melt_v1,melt%2:30:01::,200431897,"reduce or cause to be reduced from a solid to a liquid state, usually by heating; ",melt butter; melt down gold; The wax melted in the sun,NA,auto
7217,melting,der,adj,melting_s1,melting%5:00:00:unfrozen:00,301035275,becoming liquid,NA,NA,auto
7218,melts,der,NA,NA,NA,NA,NA,NA,NA,auto
7219,member,human,n,member_n1,member%1:18:00::,109641340,one of the persons who compose a social group (especially individuals who have joined and participates in a group organization); ,only members will be admitted; a member of the faculty; she was introduced to all the members of his family,NA,auto
7220,memorization,nom,n,memorization_n1,memorization%1:09:00::,105422218,learning so as to be able to remember verbatim; ,the actor's memorization of his lines,NA,auto
7221,mendel,human,NA,NA,NA,NA,NA,NA,NA,auto
7222,message,abs,n,message_n1,message%1:10:01::,105872216,a communication (usually brief) that is written or spoken or signaled; ,he sent a three-word message,NA,auto
7223,metal,mater,n,metal_n1,metal%1:27:00::,113788338,any of several chemical elements that are usually shiny solids that conduct heat or electricity and can be formed into sheets etc.,NA,NA,auto
7224,metamorphosis,proc,n,metabolism_n1,metamorphosis%1:22:00::,112751251,the marked and rapid transformation of a larva into an adult that occurs in some animals,NA,NA,auto
7225,meteorologist,human,n,meteorologist_n1,meteorologist%1:18:00::,109646047,a specialist who studies processes in the earth's atmosphere that cause weather conditions,NA,NA,auto
7226,meteorology,?,n,meteorology_n1,meteorology%1:10:00::,106335038,predicting what the weather will be,NA,NA,auto
7227,meter,uofm,n,m_n1,meter%1:23:00::,112887506,the basic unit of length adopted under the Systeme International d'Unites (approximately 1.094 yards),NA,NA,auto
7228,method,?,n,method_n1,method%1:09:00::,105333823,"a way of doing something, especially a systematic way; implies an orderly logical arrangement (usually in steps)",NA,NA,auto
7229,metric,quality,adj,metric_a1,metric%3:01:00::,302844875,based on the meter as a standard of measurement; ,the metric system; metrical equivalents,NA,auto
7230,microscope,obj,n,microscope_n1,microscope%1:06:00::,103619680,magnifier of the image of small objects; ,the invention of the microscope led to the discovery of the cell,NA,auto
7231,might,?,n,power_n7,might%1:07:00::,104762701,physical strength,NA,NA,auto
7232,migrate,act,v,migrate_v1,migrate%2:38:00::,201802973,move from one country or region to another and settle there; ,Many Germans migrated to South America in the mid-19th century; This tribe transmigrated many times over the centuries,NA,auto
7233,migrates,der,NA,NA,NA,NA,NA,NA,NA,auto
7234,migrating,der,NA,NA,NA,NA,NA,NA,NA,auto
7235,migration,nom,n,migration_n1,migration%1:04:00::,101059296,the movement of persons from one country or locality to another,NA,NA,auto
7236,mile,uofm,n,mile_n1,mile%1:23:01::,112880061,a unit of length equal to 1760 yards,NA,NA,auto
7237,milk,food,n,milk_n1,milk%1:13:01::,107370228,a white nutritious liquid secreted by mammals and used as food by human beings,NA,NA,auto
7238,milliliters,uofm,NA,NA,NA,NA,NA,NA,NA,auto
7239,mind,obj,n,mind_n1,mind%1:09:00::,105291080,that which is responsible for one's thoughts and feelings; the seat of the faculty of reason; ,his mind wandered; I couldn't get his words out of my head,NA,auto
7240,mineral,mater,n,mineral_n1,mineral%1:27:00::,113823287,solid homogeneous inorganic substances occurring in nature having a definite chemical composition,NA,NA,auto
7241,minute,time,n,minute_n1,minute%1:28:00::,114373571,a unit of time equal to 60 seconds or 1/60th of an hour; ,he ran a 4 minute mile,NA,auto
7242,mirror,obj,n,mirror_n1,mirror%1:06:00::,103631633,polished surface that forms images by reflecting light,NA,NA,auto
7243,misconception,abs,n,misconception_n1,misconception%1:09:00::,105550284,an incorrect conception,NA,NA,auto
7244,misinformation,abs,n,misinformation_n1,misinformation%1:10:00::,106225708,information that is incorrect,NA,NA,auto
7245,mix,act,v,mix_v1,mix%2:30:00::,200382880,mix together different elements; ,The colors blend well,NA,auto
7246,mixed,quality,adj,mixed_s1,mixed%5:00:00:blended:00,301282264,caused to combine or unite,NA,NA,auto
7247,mixer,obj,n,social_n1,mixer%1:14:00::,107757498,a party of people assembled to promote sociability and communal activity,NA,NA,auto
7248,ml,uofm,n,ml_n1,ml%1:23:00::,112857343,a metric unit of volume equal to one thousandth of a liter,NA,NA,auto
7249,model,act,n,model_n1,model%1:09:00::,105547587,a simplified description of a complex entity or process; ,the computer program was based on a model of the circulatory and respiratory systems,NA,auto
7250,modeled,der,adj,modeled_s1,modeled%5:00:00:shapely:00,302073844,resembling sculpture; ,her finely modeled features; rendered with...vivid sculptural effect; the sculpturesque beauty of the athletes' bodies,NA,auto
7251,modeling,der,n,mold_n6,modeling%1:06:00::,103638061,sculpture produced by molding,NA,NA,auto
7252,modification,nom,n,adjustment_n2,modification%1:04:00::,100189089,the act of making something different (as e.g. the size of a garment),NA,NA,auto
7253,modifying,der,NA,NA,NA,NA,NA,NA,NA,auto
7254,moist,quality,adj,damp_s1,moist%5:00:00:wet:01,302458958,slightly wet; ,clothes damp with perspiration; a moist breeze; eyes moist with tears,NA,auto
7255,moisture,subst,n,moisture_n1,moisture%1:26:00::,113706591,wetness caused by water; ,drops of wet gleamed on the window,NA,auto
7256,molecule,obj,n,molecule_n1,molecule%1:27:00::,113842164,(physics and chemistry) the simplest structural unit of an element or compound,NA,NA,auto
7257,moment,time,n,moment_n1,moment%1:28:00::,114383479,a particular point in time; ,the moment he arrived the party began,NA,auto
7258,month,time,n,month_n1,month%1:28:01::,114348156,one of the twelve divisions of the calendar year; ,he paid the bill last month,NA,auto
7259,monthly,time,adj,monthly_a1,monthly%3:01:00::,302527569,occurring or payable every month; ,monthly payments; the monthly newsletter,NA,auto
7260,moon,obj,n,moon_n1,moon%1:17:01::,108772174,the natural satellite of the Earth; ,"the average distance to the moon is 384,400 kilometers; men first stepped on the moon in 1969",NA,auto
7261,more,comp,r,more_r1,more%4:02:00::,400100435,used to form the comparative of some adjectives and adverbs; ,more interesting; more beautiful; more quickly,NA,auto
7262,morning,time,n,morning_n1,morning%1:28:00::,114306192,the time period between dawn and noon; ,I spent the morning running errands,NA,auto
7263,most,comp,r,most_r1,most%4:02:00::,400113489,used to form the superlative; ,the king cobra is the most dangerous snake,NA,auto
7264,mostly,adv,r,largely_r1,mostly%4:02:00::,400005750,in large part; mainly or chiefly; ,These accounts are largely inactive,NA,auto
7265,mother,human,n,mother_n1,mother%1:18:00::,109663987,a woman who has given birth to a child (also used as a term of address to your mother); ,the mother of three children,NA,auto
7266,motion,nom,n,motion_n1,motion%1:11:00::,106861102,a natural event that involves a change in the position or location of something,NA,NA,auto
7267,mountain,obj,n,mountain_n1,mountain%1:17:00::,108773393,a land mass that projects well above its surroundings; higher than a hill,NA,NA,auto
7268,mouse,animal,n,mouse_n1,mouse%1:05:00::,102244530,any of numerous small rodents typically resembling diminutive rats having pointed snouts and small ears on elongated bodies with slender usually hairless tails,NA,NA,auto
7269,mouth,bpart,n,mouth_n1,mouth%1:08:01::,104997478,the opening through which food is taken in and vocalizations emerge; ,he stuffed his mouth with candy,NA,auto
7270,move,act,n,move_n1,move%1:04:00::,100156909,the act of deciding to do something; ,he didn't make a move to help; his first move was to hire a lawyer,NA,auto
7271,moved,der,NA,NA,NA,NA,NA,NA,NA,auto
7272,movement,nom,n,move_n3,movement%1:04:00::,100316498,a change of position that does not entail a change of location; ,the reflex motion of his eyebrows revealed his surprise; movement is a sign of life; an impatient move of his hand; gastrointestinal motility,NA,auto
7273,moves,der,NA,NA,NA,NA,NA,NA,NA,auto
7274,moving,der,adj,moving_a1,moving%3:00:02::,301511201,in motion; ,a constantly moving crowd; the moving parts of the machine,NA,auto
7275,much,?,r,much_r1,much%4:02:00::,400060209,to a great degree or extent; ,she's much better now,NA,auto
7276,muddy,val,adj,muddy_s1,muddy%5:00:00:wet:01,302458479,(of soil) soft and watery; ,the ground was boggy under foot; a marshy coastline; miry roads; wet mucky lowland; muddy barnyard; quaggy terrain; the sloughy edge of the pond; swampy bayous,NA,auto
7277,multiplication,abs,n,multiplication_n1,multiplication%1:04:00::,100819767,an arithmetic operation that is the inverse of division; the product of two numbers is computed; ,the multiplication of four by three gives twelve; four times three equals twelve,NA,auto
7278,multisensory,quality,NA,NA,NA,NA,NA,NA,NA,auto
7279,muscle,bpart,n,muscle_n1,muscle%1:08:00::,104984763,one of the contractile organs of the body,NA,NA,auto
7280,music,abs,n,music_n1,music%1:10:00::,106591368,an artistic form of auditory communication incorporating instrumental or vocal tones in a structured and continuous manner,NA,NA,auto
7281,musical,quality,adj,musical_a1,musical%3:01:00::,302734005,characterized by or capable of producing music; ,a musical evening; musical instruments,NA,auto
7282,must,?,n,must_n1,must%1:17:00::,108777376,a necessary or essential thing; ,seat belts are an absolute must,NA,auto
7283,nail,obj,v,nail_v1,nail%2:35:00::,201317868,attach something somewhere by means of nails; ,nail the board onto the wall,NA,auto
7284,name,act,n,name_n1,name%1:10:00::,105943480,a language unit by which a person or thing is known; ,his name really is George Washington; those are two names for the same thing,NA,auto
7285,naming,der,n,naming_n1,naming%1:10:00::,106786871,the verbal act of naming; ,the part he failed was the naming of state capitals,NA,auto
7286,nation,loc,n,nation_n1,nation%1:14:00::,107673557,a politically organized body of people under a single government; ,the state has elected a new president; African nations; students who had come to the nation's capitol; the country's largest manufacturer; an industrialized land,NA,auto
7287,national,quality,adj,national_a1,national%3:01:00::,302838126,of or relating to or belonging to a nation or country; ,national hero; national anthem; a national landmark,NA,auto
7288,natural,quality,adj,natural_a1,natural%3:00:01::,301521379,in accordance with nature; relating to or concerning nature; ,a very natural development; our natural environment; natural science; natural resources; natural cliffs; natural phenomena,NA,auto
7289,naturally,adv,r,naturally_r1,naturally%4:02:00::,400039816,as might be expected; ,"naturally, the lawyer sent us a huge bill",NA,auto
7290,nature,?,n,nature_n1,nature%1:07:02::,104523906,the essential qualities or characteristics by which something is recognized; ,it is the nature of fire to burn; the true nature of jealousy,NA,auto
7291,near,val,adj,near_a1,near%3:00:00::,300417847,not far distant in time or space or degree or circumstances; ,near neighbors; in the near future; they are near equals; his nearest approach to success; a very near thing; a near hit by the bomb; she was near tears; she was close to tears; had a close call,NA,auto
7292,necessary,?,adj,necessary_a1,necessary%3:00:00::,301531528,absolutely essential,NA,NA,auto
7293,necessity,abs,n,necessity_n1,necessity%1:26:00::,113630974,the condition of being essential or indispensable,NA,NA,auto
7294,neck,bpart,n,neck_n1,neck%1:08:00::,105229328,the part of an organism that connects the head to the rest of the body; ,he admired her long graceful neck,NA,auto
7295,need,act,v,require_v1,need%2:42:00::,202549691,"require as useful, just, or proper; ",It takes nerve to do what she did; success usually requires hard work; This job asks a lot of patience and skill; This position demands a lot of personal sacrifice; This dinner calls for a spectacular dessert; This intervention does not postulates a patient's consent,NA,auto
7296,needed,der,adj,needed_s1,needed%5:00:00:necessary:00,301531953,necessary for relief or supply; ,provided them with all things needful,NA,auto
7297,negative,quality,adj,negative_a1,negative%3:00:02::,301758440,characterized by or displaying negation or denial or opposition or resistance; having no positive features; ,a negative outlook on life; a colorless negative personality; a negative evaluation; a negative reaction to an advertising campaign,NA,auto
7298,negatively,adv,r,negatively_r1,negatively%4:02:01::,400003897,in a harmful manner; ,he was negatively affected,NA,auto
7299,neighbor,human,n,neighbor_n1,neighbor%1:18:00::,109681867,a person who lives (or is located) near another,NA,NA,auto
7300,nerve,bpart,n,nerve_n1,nerve%1:08:00::,105160502,any bundle of nerve fibers running to various organs and tissues of the body,NA,NA,auto
7301,nervous,quality,adj,nervous_s1,nervous%5:00:00:tense:03,302320836,easily agitated; ,quick nervous movements,NA,auto
7302,nest,obj,n,nest_n1,nest%1:17:00::,108782130,a structure in which animals lay eggs or give birth to their young,NA,NA,auto
7303,never,?,r,never_r1,never%4:02:00::,400020780,not ever; at no time in the past or future; ,I have never been to China; I shall never forget this day; had never seen a circus; never on Sunday; I will never marry you!,NA,auto
7304,new,quality,adj,new_a1,new%3:00:00::,301589642,not of long duration; having just (or relatively recently) come into being or been made or acquired or discovered; ,a new law; new cars; a new comet; a new friend; a new year; the New World,NA,auto
7305,news,abs,n,news_n1,news%1:10:00::,106232539,new information about specific and timely events; ,they awaited news of the outcome,NA,auto
7306,next,?,adj,next_s1,next%5:00:00:close:01,300421306,nearest in space or position; immediately adjoining without intervening space; ,had adjacent rooms; in the next room; the person sitting next to me; our rooms were side by side,NA,auto
7307,nice,quality,adj,nice_a1,nice%3:00:00::,301536774,pleasant or pleasing or agreeable in nature or appearance; ,what a nice fellow you are and we all thought you so nasty- George Meredith; nice manners; a nice dress; a nice face; a nice day; had a nice time at the party; the corn and tomatoes are nice today,NA,auto
7308,night,time,n,night_n1,night%1:28:00::,114307923,the time after sunset and before sunrise while it is dark outside,NA,NA,auto
7309,no,?,r,no_r1,no%4:02:02::,400051960,referring to the degree to which a certain quality is present; ,he was no heavier than a child,NA,auto
7310,noise,abs,n,noise_n1,noise%1:11:00::,106934954,sound of any kind (especially unintelligible or dissonant sound); ,he enjoyed the street noises; they heard indistinct noises of people talking; during the firework display that ended the gala the noise reached 98 decibels,NA,auto
7311,nonconventional,quality,NA,NA,NA,NA,NA,NA,NA,auto
7312,nonliving,quality,adj,dead_a7,nonliving%3:00:00::,300124662,not endowed with life; ,the inorganic world is inanimate; inanimate objects; dead stones,NA,auto
7313,nonstandard,quality,adj,nonstandard_a1,nonstandard%3:00:03::,302216806,not conforming to the language usage of a prestige group within a community; ,a nonstandard dialect is one used by uneducated speakers or socially disfavored groups; the common core of nonstandard words and phrases in folk speech- A.R.Dunlap,NA,auto
7314,north,dirn,r,north_r1,north%4:02:00::,400246978,in a northern direction; ,they earn more up north; Let's go north!,NA,auto
7315,northeast,dirn,adj,northeast_s1,northeast%5:00:01:north:00,301551758,situated in or oriented toward the northeast; ,the northeasterly part of the island,NA,auto
7316,northern,dirn,adj,northern_a1,northern%3:00:02::,301555759,in or characteristic of a region of the United States north of (approximately) the Mason-Dixon line; ,Northern liberals; northern industry; northern cities,NA,auto
7317,nose,bpart,n,nose_n1,nose%1:08:00::,105278188,the organ of smell and entrance to the respiratory tract; the prominent part of the face of man or other mammals; ,he has a cold in the nose,NA,auto
7318,notation,abs,n,notation_n1,notation%1:10:00::,106390160,a technical system of symbols used to represent special things,NA,NA,auto
7319,note,obj,n,note_n1,note%1:10:03::,106217160,a short personal letter; ,drop me a line when you get there,NA,auto
7320,notebook,obj,n,notebook_n1,notebook%1:10:00::,106016916,a book with blank pages for recording notes or memoranda,NA,NA,auto
7321,notice,obj,v,find_v2,notice%2:39:04::,202092480,"discover or determine the existence, presence, or fact of; ",She detected high levels of lead in her drinking water; We found traces of lead in the paint,NA,auto
7322,november,?,NA,NA,NA,NA,NA,NA,NA,auto
7323,number,abs,n,number_n1,number%1:07:00::,104836174,the property possessed by a sum or total or indefinite quantity of units or individuals; ,he had a number of chores to do; the number of parameters is small; the figure was about a thousand,NA,auto
7324,numerical,quality,adj,numerical_s1,numerical%5:00:00:quantitative:00,301854268,measured or expressed in numbers; ,numerical value; the numerical superiority of the enemy,NA,auto
7325,numerically,adv,r,numerically_r1,numerically%4:02:00::,400415156,in number; with regard to numbers; ,"in ten years' time the Oxbridge mathematicians, scientists, and engineers will not be much more significant numerically than the Oxbridge medical schools are now",NA,auto
7326,nurture,act,v,nurture_v1,nurture%2:32:00::,200878533,"help develop, help grow; ",nurture his talents,NA,auto
7327,nut,plant,n,nut_n1,nut%1:20:00::,112383855,usually large hard-shelled seed,NA,NA,auto
7328,nutrient,role,adj,nutrient_s1,nutrient%5:00:00:wholesome:00,302467504,of or providing nourishment; ,good nourishing stew,NA,auto
7329,nutrients,role,NA,NA,NA,NA,NA,NA,NA,auto
7330,nutrition,abs,n,nutrition_n1,nutrition%1:22:00::,112759923,(physiology) the organic process of nourishing or being nourished; the processes by which an organism assimilates food and uses it for growth and maintenance,NA,NA,auto
7331,nutritious,quality,adj,nutrient_s1,nutritious%5:00:00:wholesome:00,302467504,of or providing nourishment; ,good nourishing stew,NA,auto
7332,nuts,food,adj,nuts_s1,nuts%5:00:00:insane:00,302005637,informal or slang terms for mentally irregular; ,it used to drive my husband balmy,NA,auto
7333,o,?,NA,NA,NA,NA,NA,NA,NA,auto
7334,object,obj,n,object_n1,object%1:03:00::,100016236,a tangible and visible entity; an entity that can cast a shadow; ,"it was full of rackets, balls and other objects",NA,auto
7335,observ,?,adj,observed_s1,NA,301560316,discovered or determined by scientific observation; ,variation in the ascertained flux depends on a number of factors; the discovered behavior norms; discovered differences in achievement; no explanation for the observed phenomena,NA,auto
7336,observable,quality,adj,observable_s1,observable%5:00:00:noticeable:00,301240412,capable of being seen or noticed; ,a discernible change in attitude; a clearly evident erasure in the manuscript; an observable change in behavior,NA,auto
7337,observation,role,n,observation_n1,observation%1:04:01::,100944613,the act of making and recording a measurement,NA,NA,auto
7338,observe,act,v,find_v2,observe%2:39:02::,202092480,"discover or determine the existence, presence, or fact of; ",She detected high levels of lead in her drinking water; We found traces of lead in the paint,NA,auto
7339,observed,der,adj,observed_s1,observed%5:00:00:determined:00,301560316,discovered or determined by scientific observation; ,variation in the ascertained flux depends on a number of factors; the discovered behavior norms; discovered differences in achievement; no explanation for the observed phenomena,NA,auto
7340,observes,der,NA,NA,NA,NA,NA,NA,NA,auto
7341,observing,der,adj,observing_s1,observing%5:00:00:perceptive:00,301691401,quick to notice; showing quick and keen perception,NA,NA,auto
7342,obtain,act,v,obtain_v1,obtain%2:40:00::,202173228,come into possession of; ,How did you obtain the visa?,NA,auto
7343,obtaining,der,NA,NA,NA,NA,NA,NA,NA,auto
7344,occupy,act,v,occupy_v1,occupy%2:42:02::,202575263,be present in; be inside of,NA,NA,auto
7345,occurring,der,NA,NA,NA,NA,NA,NA,NA,auto
7346,occurs,der,NA,NA,NA,NA,NA,NA,NA,auto
7347,ocean,loc,n,ocean_n1,ocean%1:17:00::,108788826,a large body of water constituting a principal part of the hydrosphere,NA,NA,auto
7348,odor,att,n,odor_n1,odor%1:07:00::,104720210,any property detected by the olfactory system,NA,NA,auto
7349,off,?,r,away_r1,off%4:02:03::,400235869,from a particular thing or place or position (`forth' is obsolete); ,ran away from the lion; wanted to get away from there; sent the children away to boarding school; the teacher waved the children away from the dead animal; went off to school; they drove off; go forth and preach,NA,auto
7350,offspring,animal,n,offspring_n1,offspring%1:18:00::,109701437,the immediate descendants of a person; ,she was the mother of many offspring; he died without issue,NA,auto
7351,often,adv,r,often_r1,often%4:02:00::,400035649,many times at short intervals; ,we often met over a cup of coffee,NA,auto
7352,oil,subst,n,oil_n1,oil%1:27:00::,114115898,a slippery or viscous liquid or liquefiable substance not miscible with water,NA,NA,auto
7353,older,comp,adj,older_s1,older%5:00:00:old:02,301592994,advanced in years; (`aged' is pronounced as two syllables); ,aged members of the society; elderly residents could remember the construction of the first skyscraper; senior citizen,NA,auto
7354,on,prep,r,on_r1,on%4:02:00::,400069143,with a forward motion; ,we drove along admiring the view; the horse trotted along at a steady pace; the circus traveled on to the next city; move along; march on,NA,auto
7355,once,?,r,once_r1,once%4:02:00::,400120904,on one occasion; ,once I ran into her,NA,auto
7356,one,num,adj,one_s1,one%5:00:00:cardinal:00,302111280,used of a single unit or thing; not two or more; ,`ane' is Scottish,NA,auto
7357,ongoing,adv,adj,in_progress(p)_s1,ongoing%5:00:00:current:00,300636486,currently happening; ,an ongoing economic crisis; negotiations are in progress,NA,auto
7358,onion,plant,n,onion_n1,onion%1:20:02::,111684566,edible bulb of an onion plant,NA,NA,auto
7359,only,?,r,just_r1,only%4:02:02::,400004331,and nothing more; ,I was merely asking; it is simply a matter of time; just a scratch; he was only a child; hopes that last but a moment,NA,auto
7360,open,act,v,open_v1,open%2:35:00::,201306283,cause to open or to become open; ,Mary opened the car door,NA,auto
7361,opens,der,NA,NA,NA,NA,NA,NA,NA,auto
7362,operate,act,v,operate_v1,operate%2:41:00::,202370417,"direct or control; projects, businesses, etc.; ",She is running a relief operation in the Sudan,NA,auto
7363,operation,nom,n,operation_n1,operation%1:04:06::,101033016,a business especially one run on a large scale; ,a large-scale farming operation; a multinational operation; they paid taxes on every stage of the operation; they had to consolidate their operations,NA,auto
7364,opinion,abs,n,opinion_n1,opinion%1:09:00::,105599484,a personal belief or judgment that is not founded on proof or certainty; ,my opinion differs from yours; what are your thoughts on Haiti?,NA,auto
7365,opportunity,abs,n,opportunity_n1,opportunity%1:26:00::,113660635,a possibility due to a favorable combination of circumstances; ,the holiday gave us the opportunity to visit Washington; now is your chance,NA,auto
7366,opposing,der,adj,opposing_s1,opposing%5:00:00:hostile:01,301202435,characterized by active hostility; ,opponent (or opposing) armies,NA,auto
7367,opposite,?,adj,opposite_s1,opposite%5:00:01:other:00,302001632,being directly across from each other; facing; ,"And I on the opposite shore will be, ready to ride and spread the alarm- Longfellow; we lived on opposite sides of the street; at opposite poles",NA,auto
7368,optic,quality,adj,ocular_a1,optic%3:01:00::,302735811,of or relating to or resembling the eye; ,ocular muscles; an ocular organ; ocular diseases; the optic (or optical) axis of the eye; an ocular spot is a pigmented organ or part believed to be sensitive to light,NA,auto
7369,optimal,quality,adj,optimum_s1,optimal%5:00:00:best:00,300230030,most desirable possible under a restriction expressed or implied; ,an optimum return on capital; optimal concentration of a drug,NA,auto
7370,optimally,adv,r,optimally_r1,optimally%4:02:00::,400418145,in an optimal and most desirable way,NA,NA,auto
7371,optimization,nom,n,optimisation_n1,optimization%1:04:00::,100247856,the act of rendering optimal; ,the simultaneous optimization of growth and profitability; in an optimization problem we seek values of the variables that lead to an optimal value of the function that is to be optimized; to promote the optimization and diversification of agricultural products,NA,auto
7372,option,abs,n,option_n1,option%1:21:00::,112487555,the right to buy or sell property at an agreed price; the right is purchased and if it is not exercised by a stated date the money is forfeited,NA,NA,auto
